waveobs	flux	err
374.9825102235897	0.06161496894911719	0.0055631808646019795
374.9886110257919	0.07496387333095582	0.006143405175004534
374.99471182799414	0.07326915901344261	0.006104440228460742
375.0008126301963	0.05429121566498803	0.005243237693893056
375.00691343239856	0.061868258337150955	0.0054277544329729924
375.0130142346008	0.07226895458835962	0.005451809590547772
375.01911503680304	0.06408111252708125	0.0059487437283274845
375.02521583900517	0.06579474281934788	0.005533399297996909
375.0313166412074	0.07795060238074265	0.005807456136349477
375.03741744340965	0.06893315499006197	0.005573441349910462
375.0435182456119	0.03537971001418173	0.003845188253620469
375.0496190478141	0.051808739335326766	0.004921564077182298
375.0557198500163	0.05050454293378159	0.00540425996461015
375.0618206522185	0.06193069483815831	0.005042652471030629
375.06792145442074	0.061206027046839466	0.005337293667450999
375.0740222566229	0.06961501192229075	0.0060094606205031076
375.08012305882517	0.07874213698302716	0.006041230698680576
375.0862238610274	0.05805641587503879	0.0053157707385125125
375.09232466322965	0.07168445870370262	0.005738455508821888
375.0984254654318	0.0679516017394365	0.005804005861739795
375.104526267634	0.06850917547939446	0.00543304620007717
375.11062706983626	0.0858416976043561	0.006541768719542038
375.1167278720385	0.13648260482319918	0.008342691112203933
375.1228286742407	0.1040334606367081	0.0067194757219170165
375.1289294764429	0.08670090753138994	0.006520337878646829
375.1350302786451	0.06400263716030032	0.005252554770096884
375.14113108084734	0.07854317941068102	0.0062734301349628065
375.1472318830495	0.08720488426091133	0.00631628611226963
375.15333268525177	0.09655282113362214	0.007344134828703948
375.159433487454	0.08610890134707143	0.006133085272230267
375.16553428965625	0.08592160885882959	0.006227457282197526
375.1716350918584	0.10854418471250056	0.007142008365134575
375.1777358940606	0.11955406908385009	0.007605963090593247
375.18383669626286	0.11507914728079806	0.007046304635149774
375.1899374984651	0.12713730424008596	0.008309261086101236
375.1960383006673	0.10805520492575765	0.0063412077389231256
375.2021391028695	0.13928630844519127	0.008408974588076075
375.2082399050717	0.13362699708008363	0.008083854320515484
375.21434070727395	0.07468202163518257	0.005711536568109965
375.22044150947613	0.06054249996961654	0.005095641740794735
375.2265423116784	0.060121630619005	0.005374722049943688
375.2326431138806	0.10029729384340275	0.007117215888728717
375.23874391608285	0.0754318398503966	0.006118553240253034
375.244844718285	0.059863356052786504	0.004934079806384879
375.2509455204872	0.03466880087746653	0.0037398817457137312
375.25704632268946	0.04438285941230912	0.00453517103665408
375.2631471248917	0.012637501952326862	0.0019359384876187558
375.2692479270939	0.03549572655367995	0.003625668851329507
375.2753487292961	0.06515837846258017	0.005197691842621475
375.2814495314983	0.054022704495382275	0.004681708464524811
375.28755033370055	0.08596241112820134	0.006019119180398866
375.29365113590273	0.0901129813023551	0.0065658879410484825
375.299751938105	0.09533714072430258	0.006360672532044398
375.3058527403072	0.09488812601435798	0.006120779017891808
375.31195354250946	0.09302442905141217	0.006187787414507994
375.3180543447116	0.09738490237329524	0.0070025583404583445
375.3241551469138	0.07677243827982093	0.005622664437240526
375.33025594911607	0.06684582474553483	0.005140300458492267
375.3363567513183	0.030204919554988396	0.0033812174609627764
375.3424575535205	0.033401991845927154	0.0035867548373989472
375.34855835572273	0.07435571106447367	0.0054252127609353325
375.3546591579249	0.1049290208850914	0.006831240784915715
375.36075996012715	0.1426053381506353	0.007913872469884585
375.36686076232934	0.1496815761023044	0.007355879592315975
375.3729615645316	0.1527967292411642	0.007469197696829462
375.3790623667338	0.2015055928570778	0.009326848683498474
375.38516316893606	0.18766662597122177	0.008706033505768953
375.3912639711382	0.18888304168637193	0.008713342156331315
375.3973647733404	0.1963123379796573	0.009425241019677077
375.40346557554267	0.17260859752880567	0.008242941772280393
375.4095663777449	0.16087483795672336	0.007801582783495254
375.4156671799471	0.14225581463129233	0.007537799429167128
375.42176798214933	0.12170063187909769	0.007068592633444819
375.4278687843515	0.11419264818668855	0.0065645525229310045
375.43396958655376	0.10480105478451124	0.006265747116889847
375.44007038875594	0.16146294693402777	0.008514022468593004
375.4461711909582	0.18511930846696426	0.008590348266892554
375.4522719931604	0.17883758345791434	0.008704884691766996
375.45837279536266	0.2043969369152138	0.00920655040789972
375.4644735975648	0.1524634139188574	0.007999131261158992
375.47057439976703	0.19275553992413746	0.009001973865209978
375.4766752019693	0.1659923481882881	0.007955180104252233
375.4827760041715	0.16809989041463227	0.008234689525975338
375.4888768063737	0.18515203254949428	0.008580802326873515
375.49497760857594	0.19081811167905766	0.009139512918378171
375.5010784107781	0.1879978241492715	0.009210263967784144
375.50717921298036	0.16950594066761912	0.00853628030192373
375.51328001518254	0.14969124514825813	0.007611419957739125
375.5193808173848	0.13460587736991228	0.007358382959710519
375.525481619587	0.1311531654667379	0.0073700848961589255
375.53158242178927	0.1360642349950322	0.007559356937596257
375.5376832239914	0.1476394334938224	0.007325037768281335
375.54378402619363	0.18590876221436362	0.008870004623846952
375.5498848283959	0.19896540729557666	0.009444699027468967
375.5559856305981	0.1673318423384415	0.0077163324957399745
375.5620864328003	0.1648548459995487	0.007867994146852197
375.56818723500254	0.1557338021454329	0.007762991137358045
375.5742880372047	0.14289337143566105	0.007037218672064915
375.58038883940696	0.12008884778391103	0.006404916898534682
375.58648964160915	0.11158520158462995	0.006208938094914902
375.5925904438114	0.13549126213143725	0.006852233125955648
375.59869124601363	0.14807913028811565	0.0074874086523499936
375.60479204821587	0.1720713370708979	0.008252708602139442
375.610892850418	0.1709555050770821	0.008081544598535046
375.61699365262024	0.1449411691206713	0.007052623851500632
375.6230944548225	0.16459564754409653	0.0076931123177749
