wave_peak	wave_base	wave_top	note	flux	loggf	lower_state_eV	upper_state_eV	EW	EWR	error_f	errEWR
376.14099999997325	376.04999999997534	376.18299999997225	Ti 2	-0.04613419294561295	0.18	0.574	3.869	0.08325320284477335	-3.6549497245305083	0.043812023003184083	0.042506276270103796
381.46399999984743	381.3799999998494	381.4649999998474	Ti 2	0.2354490002049868	-1.68	0.574	3.823	-0.00646339009275075	-4.770993190229408	0.04472571813073783	-0.37926670942651075
388.23899999968717	388.18599999968836	388.2399999996872	Ti 2	0.5782120395916921	-1.87	1.116	4.308	0.00549053634225163	-4.849484389165477	0.045639468022374	0.23524624147301706
391.35699999961344	391.28199999961515	391.3799999996129	Ti 2	0.037576319734508264	-0.36	1.116	4.283	0.048085578635179906	-3.910558259752995	0.0442428681370549	0.06942626302563044
401.2469999993797	401.1789999993812	401.2609999993792	Ti 2	0.15176201651782598	-1.78	0.574	3.663	0.02660179740173593	-4.178500816772029	0.042699668126166386	0.08103648726124467
402.84599999934176	402.78099999934335	402.8559999993415	Ti 2	0.480719345791539	-0.92	1.892	4.969	0.009538391140523284	-4.625663928173722	0.041158353932204496	0.1130635633450933
416.15899999902695	416.08699999902876	416.1649999990268	Ti 2	0.5923087671495503	-2.09	1.084	4.063	0.008745445639731217	-4.677477346647763	0.03961914564909769	0.09464321193608324
417.35499999899866	417.2939999990001	417.3639999989985	Ti 2	0.3134381284266473	-1.88	1.084	4.054	0.01428896094096529	-4.4655049717218676	0.03808229862747467	0.1523970450169499
430.0089999986993	429.93599999870116	430.0559999986983	Ti 2	0.08419654990883524	-0.46	1.18	4.063	0.04510865781309127	-3.979217640305856	0.03654811074148487	0.03866457087373893
431.295999998669	431.21499999867086	431.3069999986688	Ti 2	0.20175629937621944	-1.12	1.18	4.054	0.023909259657521224	-4.256209301818198	0.03546321725589638	0.06044961164522999
434.43799999859465	434.36999999859637	434.47999999859366	Ti 2	0.17117800153527338	-1.91	1.084	3.937	0.01872301270105068	-4.365552073776269	0.034450153045099366	0.21398997540205483
439.5079999984748	439.4209999984769	439.5359999984742	Ti 2	0.03164303636382654	-0.54	1.084	3.904	0.040236851824596784	-4.038342790882207	0.0334371225396246	0.02827145705044825
440.4839999984517	439.92099999846505	440.9859999984399	Ti 2	0.09716903196510936	-1.2	1.237	4.054	0.14199899165158866	-3.491644877431734	0.03242412889864909	0.06571722938762968
441.783999998421	441.70899999842277	441.78999999842085	Ti 2	0.13335798197851656	-1.19	1.165	3.971	0.006751601443878742	-4.8158031856786	0.03141117568875431	0.03311538733680633
444.3899999983594	444.30999999836126	444.39999999835925	Ti 2	0.04469036595005232	-0.71	1.08	3.869	0.026604955422655528	-4.22280174196533	0.030398266951762343	0.2257869936566007
446.8599999983009	446.77999999830286	446.8859999983004	Ti 2	0.011225165635954576	-5.981	6.971	9.745	0.04782266825892293	-3.970537677327801	0.028292131539801882	0.05677595445634293
450.1429999982233	450.0449999982257	450.1619999982229	Ti 2	0.022889360236501288	-0.77	1.116	3.869	0.04938719745364329	-3.9597361187792472	0.025796473709765157	0.003979924517695758
453.4069999981462	453.32999999814797	453.43499999814554	Ti 2	0.03504296246452526	-0.53	1.237	3.971	0.04599572069244249	-3.993770792698171	0.023320028156387108	0.006134365129290822
454.9569999981095	454.86799999811166	455.0079999981083	Ti 2	0.030419711119697383	-0.22	1.584	4.308	0.062387436655334264	-3.862873209584597	0.0208696353378228	0.016326289396021404
456.3849999980757	456.33699999807686	456.42199999807485	Ti 2	0.0532319360474316	-0.69	1.221	3.937	0.04077086059048544	-4.048981483399805	0.018455675376849445	0.008771676978879633
457.20799999805627	457.1199999980584	457.21999999805604	Ti 2	0.03905278100248039	-0.31	1.572	4.283	0.031204499428925173	-4.1658966006776215	0.016094549905496684	0.11413402854270636
