waveobs	wave_base	wave_top	element	flux	error_f
403.4529999993274	403.4439999993276	403.4539999993274	V2	0.645999871695994	0.04039869423121581
403.5669999993247	403.55799999932486	403.56799999932474	Zr2	0.9135691520488758	0.04160965224735781
404.5899999993005	404.5409999993017	404.63299999929944	Al1	0.10755764392474072	0.04282070558611742
406.3659999992585	406.3119999992598	406.41499999925736	Ca2	0.2229587609597595	0.04403184638222618
407.1829999992392	407.1389999992402	407.21699999923834	Fe 1	0.2665948199937261	0.04524306761207846
417.35499999899866	417.3149999989996	417.3779999989981	Heps	0.5385583904076601	0.04645436298414134
410.16999999916857	410.16899999916865	410.1789999991684	Fe2	0.044781569679307326	0.04674735214657735
417.75699999898916	417.7489999989894	417.7589999989891	Ti 2	0.6473482055456681	0.04700111014148836
417.89199999898597	417.86799999898653	417.9199999989853	V2	0.7309090421335342	0.0472549668129886
420.2099999989312	420.17199999893205	420.2509999989302	Zr2	0.5035683261081019	0.04750892057928813
420.50299999892417	420.49999999892435	420.509999998924	Fe 1	0.7993964065304995	0.04776296989163974
421.5529999988994	421.54699999889954	421.5569999988993	V2	0.0554841882173881	0.04801711323349605
422.6769999988728	422.6679999988729	422.67799999887285	Ti 2	0.01958559849229357	0.05111199847630178
423.3219999988577	423.24899999885935	423.3819999988562	Ti 2	0.33875717043259873	0.05467250929298555
424.6819999988254	424.67799999882556	424.6879999988252	Ti 2	0.13708928131072626	0.05823775476974701
425.0849999988158	425.0429999988169	425.12599999881485	Mn1	0.4482954330713704	0.06180691557528398
425.4389999988075	425.42999999880766	425.43999999880754	Mn1	0.0910715003989083	0.06537935048101089
425.8289999987983	425.7869999987993	425.87499999879714	Mn1	0.6883617563742106	0.06895455060970904
427.18399999876624	427.1389999987673	427.2189999987654	V2	0.1818798093551038	0.06697221590444934
427.48399999875915	427.47499999875936	427.4849999987592	Fe 1	0.10668668418176937	0.06323783953932106
429.41699999871344	429.3479999987151	429.4519999987126	Fe 1	0.14330065544500226	0.0595063980612788
430.0089999986993	429.9749999987002	430.0809999986977	Fe 1	0.17143567120641234	0.05577848048335055
375.90899999997873	375.01	430.84299999867966	Sr2	-0.09818547020633484	0.05205484390537905
431.2899999986692	431.2609999986697	431.3289999986682	Hzeta	0.3742273930870122	0.048336477707554816
432.0789999986505	432.06999999865064	432.0799999986505	Fe2	0.3426275367969962	0.04725076277974558
432.0789999986505	432.06999999865064	432.0799999986505	Ti 2	0.3426275367969962	0.0475205551663371
434.05099999860397	434.04199999860407	434.05199999860383	Y2	0.0588189214625464	0.047790536618299684
434.44399999859456	434.4069999985953	434.4729999985939	Fe2	0.3001195392163664	0.04806070394940399
435.18299999857715	435.138999998578	435.228999998576	Fe 1	0.15869886099856167	0.048331054042494534
438.360999998502	438.314999998503	438.4039999985009	Eu2	0.07630111437728095	0.04860158384768809
439.5079999984748	439.4659999984758	439.5629999984735	Sr2	0.08213770003116053	0.048617067135086726
439.97799999846364	439.94799999846435	440.00699999846296	Ca1	0.4754787175331434	0.04842944336641769
440.03999999846224	440.0309999984625	440.0409999984622	Fe2	0.44427099183666585	0.04824185084050351
440.4839999984517	440.43999999845283	440.52499999845077	Sc2	0.15203242945596834	0.04805428992323707
441.77199999842134	441.74599999842184	441.7999999984206	Fe 1	0.3707448184205521	0.04786676098618395
444.38299999835954	444.34799999836036	444.4459999983581	Cr1	0.1636788777280295	0.04767926440669155
446.8599999983009	446.81399999830205	446.8969999983001	Fe2	0.09878777250933518	0.0474941845101073
450.1309999982237	450.08799999822463	450.1669999982228	Fe 1	0.15310410297507934	0.04730407084595994
452.271999998173	452.2239999981741	452.315999998172	Cr1	0.20450271042794546	0.047114301611242734
453.4009999981463	453.3649999981472	453.4439999981453	Ti 2	0.15044879613233572	0.04692488098468415
454.96299999810935	454.90599999811064	455.0079999981083	Ti 2	0.10923019489456348	0.046735813205019384
455.4069999980989	455.3979999980991	455.40799999809883	Fe 1	0.276338022777342	0.046547102571891895
456.3779999980759	456.3479999980766	456.4319999980747	Ti 2	0.18906083063527326	0.047021611656829006
457.2019999980564	457.1469999980577	457.2479999980553	Ti 2	0.1614743661819912	0.048734351116909054
458.35099999802924	458.3029999980304	458.35199999802916	Ti 2	0.6217279993415332	0.05044752283763679
458.995999998014	458.96199999801485	459.0279999980132	Fe 1	0.5212193343391825	0.05216108422769574
462.93699999792085	462.90999999792143	462.96899999792	Ti 2	0.4083327445658773	0.05387499810534408
