wave_peak	wave_base	wave_top	note	flux	loggf	lower_state_eV	upper_state_eV	EW	EWR	error_f	errEWR
392.29686187332567	392.22974829514084	392.3151655764668	Fe 1	0.24938168602610836	-1.651	0.052	3.211	0.032201433375144334	-4.085739630283908	0.05912696872680361	0.05478400881772326
392.79716309252	392.7117458111941	392.81546679566117	Fe 1	0.2355620036045539	-1.5219999999999998	0.11	3.266	0.030440071358221316	-4.110722676330273	0.0602524763520967	0.07335997989148342
393.0351112333564	392.9496939520305	393.059516170878	Fe 1	0.1930595281862265	-1.4909999999999999	0.087	3.241	0.036600890203211674	-4.03093970079903	0.060185716283649375	0.07764565218091954
404.59084914987113	404.5115331029256	404.6091528530124	Fe 1	0.08186366997199784	0.28	1.485	4.549	0.04167224628386518	-3.9871691447507205	0.047603912942825774	0.06656936357549964
406.3663083545732	406.2869923076277	406.39071329209486	Fe 1	0.13790468476883194	0.062	1.557	4.608	0.038950080281428906	-4.018409336461203	0.05070547664122235	0.011893163934198208
407.18387376154936	407.104557714604	407.1960762303102	Fe 1	0.1565643083082131	-0.022000000000000002	1.608	4.652	0.02550255912904325	-4.203206806560366	0.056448415387954524	0.021931979610417637
420.21000916374527	420.14289558556084	420.2161103981257	Fe 1	0.27075109300037503	-0.708	1.485	4.435	0.014982236774047789	-4.447889736613183	0.059831054398723965	0.1405226108962442
425.08489543370047	425.0177818555159	425.1031991368418	Fe 1	0.2518469811622245	-0.7140000000000001	1.557	4.473	0.018750137043589063	-4.355471227123437	0.06277034996892339	0.03077415092070401
427.1837200605648	427.1105052479998	427.19592252932574	Fe 1	0.1189057939164482	-0.16399999999999998	1.485	4.387	0.026278172776607364	-4.211019529649956	0.058182518139390876	0.061114399958011205
429.41677184379836	429.31915209371175	429.4350755469397	Fe 1	0.08401954760410066	-1.11	1.485	4.371	0.03550682730707354	-4.08256713489339	0.055644262727282005	0.07818246503143347
430.79565081377325	430.7285372355888	430.8078532825341	Fe 1	0.07815007220227396	-0.073	1.557	4.435	0.0323220427342027	-4.12477251001144	0.059775731628631215	0.14703922784829154
438.3611814454936	438.2879666329285	438.3794851486349	Fe 1	0.06901311944587497	0.2	1.485	4.313	0.03445668997358687	-4.104558533430289	0.0656584819637339	0.06629183052774479
