3.737260175348288271e+02 -1.901596463272016077e-02 2.518128983586177035e-03
3.737314083222545378e+02 6.972399938064493055e-03 1.168875408624742976e-03
3.737367986911996240e+02 -1.605075694810880263e-02 4.620158524286531801e-03
3.737421886417194514e+02 1.416168628857432214e-02 2.355618016505078415e-03
3.737475781738693286e+02 -7.433830783427822393e-03 2.228808234574283700e-03
3.737529672877045641e+02 2.176163405609944645e-02 2.778346193825160029e-03
3.737583559832805804e+02 -1.594069885818963708e-02 2.327523415584209585e-03
3.737637442606525724e+02 -1.721503621748431481e-03 1.024223121222114048e-03
3.737691321198760761e+02 3.767767612353988254e-03 8.080471727471160879e-04
3.737745195610062865e+02 -1.156160505671431291e-02 1.751214951774602560e-03
3.737799065840985122e+02 9.790776299207484476e-03 1.984674016946750934e-03
3.737852931892082893e+02 1.584998997966854603e-02 1.998984892917301821e-03
3.737906793763907558e+02 9.653110830125238850e-03 1.790863770078846571e-03
3.737960651457011636e+02 1.604104955045259967e-03 7.416593878722774636e-04
3.738014504971951055e+02 4.400300072925395108e-03 1.129459888253270391e-03
3.738068354309277765e+02 -6.585190976189834143e-03 1.475387068360323791e-03
3.738122199469545421e+02 5.373282900153175147e-03 1.687653635197123095e-03
3.738176040453306541e+02 2.355993648282840580e-02 2.475888972982115323e-03
3.738229877261115917e+02 -2.637614886513821484e-03 9.505494961706363382e-04
3.738283709893524929e+02 -9.893696779315177062e-03 2.113835136241009032e-03
3.738337538351088938e+02 1.388775013467667165e-02 2.041267376543122024e-03
3.738391362634359893e+02 2.273900374023963417e-03 8.235583410327795492e-04
3.738445182743893156e+02 -1.434687193300401009e-01 2.707050774054605563e-02
3.738498998680239538e+02 -9.817442306115801987e-03 1.520395804270756237e-03
3.738552810443953831e+02 3.647914033127709621e-02 8.574702252606305683e-03
3.738606618035588554e+02 1.684264411053330163e-02 2.596340468823464791e-03
3.738660421455698497e+02 2.899397367043697257e-02 2.618875407849863800e-03
3.738714220704835611e+02 -1.748986477288628008e-02 7.016358760484553252e-03
3.738768015783553551e+02 1.330242304695623259e-03 5.731492019391492242e-04
3.738821806692405403e+02 2.987087825740866558e-03 2.070800274900853194e-03
3.738875593431944822e+02 -3.151662185247537662e-02 5.034662291040770121e-03
3.738929376002726599e+02 -7.345728659119900306e-03 2.524942966189754143e-03
3.738983154405301548e+02 4.673480663256973471e-03 1.111065681248683172e-03
3.739036928640224460e+02 -8.297986162646666568e-04 9.119691742847497139e-04
3.739090698708048421e+02 8.180639313194182360e-03 1.980189702315978632e-03
3.739144464609326519e+02 1.500875791881237271e-02 2.594876418489543667e-03
3.739198226344613545e+02 -7.343007827409782536e-03 1.842180398673079261e-03
3.739251983914459743e+02 -6.259982572938349414e-03 1.587558055530260926e-03
3.739305737319421041e+02 1.615087217151139204e-02 2.388567598584061518e-03
3.739359486560050527e+02 2.310144866659999754e-02 3.191864004738062793e-03
3.739413231636900719e+02 2.466043060053324867e-02 2.941978807602638017e-03
3.739466972550525838e+02 -2.691177547558328692e-02 3.638703036824211291e-03
3.739520709301478405e+02 1.314914129990668113e-03 6.908005053912597525e-04
3.739574441890312073e+02 4.206869536900900708e-03 1.354637404110515782e-03
3.739628170317580498e+02 7.673242304145824234e-03 1.485553128657407561e-03
3.739681894583836765e+02 1.879861717595663131e-02 2.596438677661958190e-03
3.739735614689633962e+02 5.331798442604335567e-03 1.386307019729955551e-03
3.739789330635526881e+02 2.815056224319887473e-02 2.684701636495023629e-03
3.739843042422065764e+02 -6.513821236793651027e-03 1.480567431751567782e-03
3.739896750049807110e+02 8.673263336948788815e-03 2.318584433255621319e-03
3.739950453519302300e+02 3.302146543846596477e-02 3.492263568015892359e-03
3.740004152831105557e+02 6.246087297810896596e-03 1.216608818417816906e-03
3.740057847985771105e+02 1.115501976283587646e-02 1.552917447190186586e-03
3.740111538983849755e+02 7.304103437892468104e-03 1.189959170771038568e-03
3.740165225825896869e+02 8.809967167541269198e-03 1.856727281772401492e-03
3.740218908512466669e+02 1.683009930765053813e-02 2.325313764448978804e-03
3.740272587044108832e+02 1.263157787704667981e-02 1.918359201683844661e-03
3.740326261421379286e+02 7.704381378291418753e-03 1.738556691065673695e-03
3.740379931644832823e+02 1.047673185283505603e-03 5.086652242401864740e-04
3.740433597715019687e+02 9.098456581838734736e-03 1.387037449720858245e-03
3.740487259632496375e+02 1.273666137650330751e-02 1.785414857891838222e-03
3.740540917397812564e+02 5.427754343669709790e-03 1.049274174811774428e-03
3.740594571011523612e+02 4.635447389549206265e-03 1.373552965817101748e-03
3.740648220474183745e+02 8.805055381223819005e-03 1.253571801990930028e-03
