wave_peak	wave_base	wave_top	note	flux	loggf	lower_state_eV	upper_state_eV	EW	EWR	error_f	errEWR
375.8849999999793	375.8699999999797	375.9899999999768	Ti 2	-0.12477783169110368	0.28	0.607	3.904	0.10650442412670974	-3.547687346712427	0.007518261816623989	0.044512602062983304
376.1039999999741	376.06499999997504	376.194999999972	Ti 2	-0.17608936026026795	0.18	0.574	3.869	0.10565475272641847	-3.551418914385815	0.007625286140534791	0.0375486300220639
390.05799999964415	389.9989999996456	390.105999999643	Ti 2	0.2684443398419277	-0.29	1.131	4.308	0.036761268821736304	-4.025738696884309	0.0077323104644455905	0.06272166833199969
391.35099999961363	391.2979999996148	391.39999999961236	Ti 2	0.3591759636720105	-0.36	1.116	4.283	0.026142138588403124	-4.1752253352194195	0.007742347440528417	0.04144720540806358
393.2059999995697	393.1879999995701	393.2189999995694	Ti 2	0.8407495269569671	-1.59	1.131	4.283	0.0038564406202468574	-5.008433487509371	0.007741608044630358	0.21140512364832365
430.0089999986993	429.97599999870016	430.04199999869866	Ti 2	0.31221786254352296	-0.46	1.18	4.063	0.018610911518983274	-4.3637099009864775	0.0077408686487322985	0.02564494753023759
439.5079999984748	439.4449999984763	439.55199999847383	Ti 2	0.1980551554378125	-0.54	1.084	3.904	0.03540478314567704	-4.093904845906036	0.007740129252834241	0.0040042463610098535
444.3889999983594	444.3379999983606	444.43799999835824	Ti 2	0.23961679173488395	-0.71	1.08	3.869	0.021948410268772454	-4.306360230658578	0.007739389856936183	0.050030216665138516
446.8599999983009	446.80899999830217	446.88999999830025	Ti 2	0.1879548098337168	-5.981	6.971	9.745	0.020636870487803407	-4.335527642535247	0.007738650461038123	0.06777345781173548
450.1309999982237	450.09499999822447	450.16999999822264	Ti 2	0.2015026943878769	-0.77	1.116	3.869	0.018027153535123394	-4.397411765740965	0.007590880100965539	0.021153772089540942
454.9569999981095	454.8999999981109	455.0089999981082	Ti 2	0.1530603789717408	-0.22	1.584	4.308	0.03886294434292859	-4.06843465087681	0.007406351999849327	0.0548889869608685
456.3839999980757	456.3359999980769	456.41799999807495	Ti 2	0.2553807393164334	-0.69	1.221	3.937	0.014718644057952856	-4.4914626075801145	0.007221823898733113	0.09195347313155725
457.20799999805627	457.14599999805773	457.24999999805533	Ti 2	0.2233126964308328	-0.31	1.572	4.283	0.021513044496041803	-4.327411945372508	0.007037295797616899	0.05584630756421673
458.3969999980282	458.3459999980294	458.4249999980275	Ti 2	0.20501720380183847	-4.8260000000000005	3.941	6.645	0.02274506738126499	-4.304354538960548	0.006852767696500685	0.015087795035625759
