3.737604840553429995e+02 -1.653690986688722067e-02 1.130056345338895964e-02
3.737658766992072970e+02 6.076872946463518499e-02 1.606847651728088994e-02
3.737712689203591481e+02 1.323682034384213724e-01 3.099917427194412781e-02
3.737766607188605690e+02 1.069486545570932368e+00 2.092562676971346236e-01
3.737820520947734053e+02 2.626495636482877871e-01 3.208738596181995306e-02
3.737874430481594459e+02 1.200715110459111834e-01 4.135177527506748996e-02
3.737928335790805932e+02 1.808415308336924487e-01 2.238539313958695307e-02
3.737982236875987496e+02 1.718802659347406836e+00 3.153796421361453883e-01
3.738036133737756472e+02 4.639398569305459574e-01 4.554938363970979093e-02
3.738090026376734158e+02 4.293787020668206056e-01 4.698953377481172172e-02
3.738143914793535600e+02 4.254776841324067194e-01 6.367554884926662773e-02
3.738197798988780960e+02 -1.610683480839301407e-01 4.488885779465240367e-02
3.738251678963089262e+02 6.916902200939584189e-01 9.929562593368213008e-02
3.738305554717079531e+02 2.320157335300539192e-01 4.310888556175398317e-02
3.738359426251369086e+02 3.526448180339831207e-01 4.230631105563452399e-02
3.738413293566576954e+02 3.128960951200295271e-01 3.185820746539958642e-02
3.738467156663321020e+02 6.751480643521462488e-01 5.991278256174097094e-02
3.738521015542222017e+02 3.531808988967672924e-01 6.796741224985422547e-02
3.738574870203896126e+02 2.248762084209464107e-01 3.173222875543826871e-02
3.738628720648963508e+02 -2.104491519148694173e-02 1.011796355902713253e-02
3.738682566878040916e+02 6.574782677984596369e-01 8.508149970721602673e-02
3.738736408891749079e+02 4.704511999449292881e-01 5.677210457966423707e-02
3.738790246690705885e+02 4.075921669544148584e-01 8.317705885739057337e-02
3.738844080275529222e+02 1.478570689662304094e-01 3.137349240826180913e-02
3.738897909646838684e+02 6.308328717880264946e-01 5.605015393826628251e-02
3.738951734805252158e+02 1.011005476742974085e-01 2.876708418602615808e-02
3.739005555751388101e+02 3.178713466513049535e-01 5.858578023340335617e-02
3.739059372485866106e+02 9.538158675352490512e-01 1.008086191389356845e-01
3.739113185009303493e+02 3.896068239142254086e-01 4.955218796156658778e-02
3.739166993322319286e+02 1.140059583083069095e+00 1.136848480906496733e-01
3.739220797425533647e+02 3.278749502281548267e-01 5.018525946798012977e-02
3.739274597319562190e+02 2.446468774280209091e-01 3.374792025573845888e-02
3.739328393005025077e+02 2.546919324064533807e-01 3.410939681555732322e-02
3.739382184482541334e+02 2.505320176833251145e-01 3.157020329949545429e-02
3.739435971752728847e+02 3.440272767369108031e-01 4.943489617669322156e-02
3.739489754816206641e+02 1.574459083921458502e+00 1.810699045664289353e-01
3.739543533673593174e+02 3.660573784381804252e-01 3.621366385120185910e-02
3.739597308325506333e+02 3.941743196930744264e-01 5.115811363190427008e-02
3.739651078772566279e+02 2.018345527521727967e-01 2.693057910909921887e-02
3.739704845015390333e+02 3.658695221637058848e-01 4.040800626639745596e-02
3.739758607054596951e+02 3.453855722806613016e-01 4.259456382907907818e-02
3.739812364890805156e+02 4.309108193821226118e-01 4.355812589270316448e-02
3.739866118524633976e+02 5.560618843372838738e-01 6.547780553690477068e-02
3.739919867956701296e+02 7.258049795931332815e-01 6.516049013886748842e-02
3.739973613187625006e+02 1.049491963226452329e+00 1.070156321523690057e-01
3.740027354218026403e+02 4.203453507427082902e-01 4.406707353043785858e-02
3.740081091048521671e+02 3.987670949194777048e-01 4.636553850099522228e-02
3.740134823679729266e+02 6.947599106826203297e-01 6.648612613034378394e-02
3.740188552112269349e+02 7.035947384332040810e-01 7.237217166620178721e-02
3.740242276346759809e+02 5.390874540615681054e-01 5.275118990765725185e-02
3.740295996383819102e+02 4.457224356633014972e-01 7.285466355195671651e-02
3.740349712224064547e+02 1.505370123244667846e-01 4.182454904225553494e-02
3.740403423868117443e+02 5.996767306402244202e-01 6.046496508297206918e-02
3.740457131316593973e+02 5.644952525788493602e-01 5.341635303354534681e-02
3.740510834570114866e+02 7.720765516917039717e-01 8.632901440835334672e-02
3.740564533629296875e+02 2.507584974967388414e-01 3.222567251336747041e-02
3.740618228494759592e+02 7.066558696481680668e-01 7.532924464863431646e-02
3.740671919167120336e+02 5.182573671335992671e-01 5.629310968310412278e-02
3.740725605646999270e+02 3.847887314802261871e-01 3.730628941407451715e-02
3.740779287935014281e+02 6.203389166209244410e-01 6.462181466340211067e-02
3.740832966031784395e+02 4.421379263648209657e-01 3.862691771109673378e-02
3.740886639937927498e+02 9.220508173151390485e-01 1.055702384621504814e-01
3.740940309654062048e+02 7.716606229255313920e-01 6.888010314502503173e-02
3.740993975180807638e+02 4.481260653430293450e-01 4.582358479574763499e-02
3.741047636518782156e+02 9.282571653688616031e-01 7.449215967602217103e-02
3.741101293668604058e+02 6.474590740873191752e-01 7.647848261958023475e-02
3.741154946630892368e+02 3.050208665812241815e-01 4.546839704827691092e-02
3.741208595406265545e+02 4.861511800708009923e-01 5.089230771815558135e-02
3.741262239995342611e+02 8.508367030802779230e-01 8.340082271438459260e-02
3.741315880398741456e+02 8.534490986928238154e-01 8.085827827269324863e-02
3.741369516617079967e+02 9.320386331139743352e-02 2.026392990931413438e-02
3.741423148650977737e+02 9.737695998814693832e-01 9.246661051406834808e-02
3.741476776501053791e+02 7.507627040028552745e-01 6.899631718523045742e-02
3.741530400167926587e+02 3.607659806420462911e-01 3.801285822222802424e-02
3.741584019652213442e+02 4.062362595230409879e-01 4.114146969540677379e-02
3.741637634954535088e+02 4.041252524627129139e-01 6.923117433415230948e-02
3.741691246075507706e+02 2.851861589185616386e-01 3.341962864709464159e-02
3.741744853015749754e+02 7.122283437728609279e-01 9.700876480242161259e-02
3.741798455775883667e+02 1.814765406145864846e-01 2.140836697207624054e-02
3.741852054356523922e+02 1.390053686382274056e-01 1.988406423466291054e-02
3.741905648758291250e+02 3.761189383796861851e-02 1.206395589693358590e-02
3.741959238981802969e+02 1.018076093943123678e-01 1.855520062369591869e-02
3.742012825027678673e+02 2.080712599581970579e-01 4.330025191496210402e-02
3.742066406896536250e+02 1.990644360279098801e-01 2.525274403334685364e-02
3.742119984588994726e+02 4.124890195236243229e-01 3.748621045334920437e-02
3.742173558105673692e+02 3.024953784867808193e-01 3.581122105697556735e-02
3.742227127447189332e+02 4.672302677656086645e-01 3.809592677873056138e-02
3.742280692614161239e+02 7.376720530365851181e-01 6.294406318163123237e-02
3.742334253607208439e+02 4.739348055045073393e-01 3.783396765537470896e-02
3.742387810426949954e+02 5.305086043080772251e-01 4.367548170218513159e-02
3.742441363074004244e+02 4.812429048868652748e-01 4.803163503796217815e-02
3.742494911548988625e+02 7.244472196536801967e-01 5.900047164110511916e-02
3.742548455852522125e+02 4.897987217381530867e-01 4.282161810704873672e-02
3.742601995985224335e+02 5.844700027516189778e-01 4.918644078996867869e-02
3.742655531947712575e+02 6.171764777696313597e-01 6.815112326798031250e-02
3.742709063740607007e+02 4.593941643445778045e-01 3.674089639718067235e-02
3.742762591364523814e+02 6.346386567850689220e-01 4.785377181945050379e-02
3.742816114820084863e+02 4.848453947166265210e-01 4.517605439411472024e-02
3.742869634107904631e+02 5.616841639922089957e-01 5.099472601652946940e-02
3.742923149228605553e+02 7.479120140946278195e-01 8.532298593945417120e-02
3.742976660182803812e+02 4.170970088175683377e-01 3.866009119409744704e-02
3.743030166971119570e+02 4.355211347105318875e-01 3.766425734454619673e-02
3.743083669594170715e+02 4.698759191821156866e-01 3.962399597974898546e-02
3.743137168052574566e+02 4.852666973411119411e-01 3.872454901253168796e-02
3.743190662346952422e+02 6.179784097870500981e-01 5.351767966376959340e-02
3.743244152477919897e+02 2.838244782948111666e-01 2.944202398416961852e-02
3.743297638446097721e+02 2.781943341098372380e-01 2.892597041081010692e-02
3.743351120252103783e+02 4.296719027741706110e-01 3.930513153337490684e-02
3.743404597896557107e+02 1.747501623239636481e-01 2.080913183432069047e-02
3.743458071380075012e+02 2.730741930396313188e-01 2.662799899699959394e-02
3.743511540703277660e+02 2.932325681716522747e-01 4.995496146796675474e-02
3.743565005866782940e+02 2.690295389146372673e-01 2.963471591719276169e-02
3.743618466871208739e+02 2.580145910904803053e-01 3.216488175883483458e-02
3.743671923717174650e+02 2.641994373254207273e-01 3.054372161905925809e-02
3.743725376405299130e+02 2.903974589453233723e-01 3.316908650362377503e-02
